OTUID	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_22770	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22771	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22772	Bacteria	Candidatus Saccharibacteria	Unclassified	Unclassified	Unclassified	Saccharibacteria genera incertae sedis	Unclassified
OTU_22773	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22774	Bacteria	Deinococcus-Thermus	Deinococci	Trueperales	Trueperaceae	Truepera	Unclassified
OTU_22775	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pseudorhodoferax	Unclassified
OTU_22776	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Unclassified
OTU_22777	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22778	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22779	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22780	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Pseudenhygromyxa	Unclassified
OTU_22781	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22782	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unclassified	Unclassified
OTU_22783	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	Unclassified
OTU_22784	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Isosphaeraceae	Unclassified	Unclassified
OTU_22785	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22786	Bacteria	Acidobacteria	Acidobacteria Gp5	Unclassified	Unclassified	Gp5	Unclassified
OTU_22787	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Unclassified
OTU_22788	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22789	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	Unclassified
OTU_22790	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Unclassified	Unclassified
OTU_22791	Bacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22792	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	Unclassified
OTU_22793	Bacteria	Candidatus Saccharibacteria	Unclassified	Unclassified	Unclassified	Saccharibacteria genera incertae sedis	Unclassified
OTU_22794	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	Unclassified	Family V	Alkalinema	Unclassified
OTU_22795	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3 genera incertae sedis	Unclassified
OTU_22796	Bacteria	Balneolaeota	Balneolia	Balneolales	Balneolaceae	Rhodohalobacter	Unclassified
OTU_22797	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Unclassified	Unclassified
OTU_22798	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22799	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Geminicoccaceae	Unclassified	Unclassified
OTU_22800	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Nitrolancea	Unclassified
OTU_22801	Bacteria	Acidobacteria	Acidobacteria Gp25	Unclassified	Unclassified	Gp25	Unclassified
OTU_22802	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified
OTU_22803	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Unclassified	Unclassified
OTU_22804	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Unclassified	Unclassified
OTU_22805	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	Unclassified
OTU_22806	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	Unclassified
OTU_22807	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22808	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified
OTU_22809	Bacteria	Verrucomicrobia	Terrimicrobia	Terrimicrobiales	Terrimicrobiaceae	Terrimicrobium	Unclassified
OTU_22810	Bacteria	Firmicutes	Clostridia	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22811	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Coraliomargarita	Unclassified
OTU_22812	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	Unclassified
OTU_22813	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Unclassified	Unclassified
OTU_22814	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified
OTU_22815	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	Unclassified
OTU_22816	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Unclassified
OTU_22817	Archaea	Pacearchaeota	Unclassified	Unclassified	Unclassified	Pacearchaeota Incertae Sedis AR13	Unclassified
OTU_22818	Bacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22819	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22820	Bacteria	Verrucomicrobia	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22821	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae 1	Paenibacillus	Unclassified
OTU_22822	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unclassified	Unclassified
OTU_22823	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22824	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Unclassified	Unclassified
OTU_22825	Bacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22826	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	Unclassified
OTU_22827	Bacteria	candidate division WPS-1	Unclassified	Unclassified	Unclassified	WPS-1 genera incertae sedis	Unclassified
OTU_22828	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Oleiharenicola	Unclassified
OTU_22829	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	Unclassified
OTU_22830	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Unclassified	Unclassified	Unclassified
OTU_22831	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Steroidobacteraceae	Steroidobacter	Unclassified
OTU_22833	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Unclassified	Unclassified	Unclassified
OTU_22834	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_22835	Bacteria	Chloroflexi	Anaerolineae	Aggregatilineales	Aggregatilineaceae	Aggregatilinea	Unclassified
OTU_22836	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22837	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unclassified
OTU_22838	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	Unclassified
OTU_22840	Bacteria	Acidobacteria	Acidobacteria Gp18	Unclassified	Unclassified	Gp18	Unclassified
OTU_22841	Bacteria	Chloroflexi	Anaerolineae	Aggregatilineales	Aggregatilineaceae	Aggregatilinea	Unclassified
OTU_22842	Bacteria	Acidobacteria	Acidobacteria Gp9	Unclassified	Unclassified	Gp9	Unclassified
OTU_22843	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified
OTU_22844	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Unclassified
OTU_22846	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22847	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Unclassified
OTU_22848	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	Unclassified
OTU_22849	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Unclassified
OTU_22850	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Unclassified
OTU_22851	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Unclassified
OTU_22852	Bacteria	Acidobacteria	Acidobacteria Gp10	Unclassified	Unclassified	Gp10	Unclassified
OTU_22853	Bacteria	Actinobacteria	Nitriliruptoria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22854	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified
OTU_22855	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	Unclassified
OTU_22856	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22857	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Unclassified
OTU_22858	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacter	Unclassified
OTU_22859	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	Unclassified
OTU_22860	Bacteria	Chloroflexi	Anaerolineae	Aggregatilineales	Aggregatilineaceae	Aggregatilinea	Unclassified
OTU_22861	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	Unclassified
OTU_22862	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Unclassified	Unclassified
OTU_22863	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 2	Oceanobacillus	Unclassified
OTU_22864	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
OTU_22865	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22866	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22867	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22868	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Unclassified
OTU_22869	Bacteria	Acidobacteria	Acidobacteria Gp6	Unclassified	Unclassified	Gp6	Unclassified
OTU_22870	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Unclassified
OTU_22871	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Isosphaeraceae	Unclassified	Unclassified
OTU_22872	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Unclassified	Unclassified
OTU_22873	Bacteria	Firmicutes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22874	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 2	Unclassified	Unclassified
OTU_22875	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22876	Bacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22877	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Unclassified
OTU_22878	Bacteria	Candidatus Saccharibacteria	Unclassified	Unclassified	Unclassified	Saccharibacteria genera incertae sedis	Unclassified
OTU_22879	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae	Aridibacter	Unclassified
OTU_22880	Bacteria	Acidobacteria	Acidobacteria Gp3	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22881	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Isosphaeraceae	Unclassified	Unclassified
OTU_22882	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Unclassified	Unclassified
OTU_22883	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22884	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Unclassified
OTU_22885	Bacteria	Planctomycetes	Phycisphaerae	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22886	Bacteria	Acidobacteria	Acidobacteria Gp6	Unclassified	Unclassified	Gp6	Unclassified
OTU_22887	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22888	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	Kallotenuaceae	Kallotenue	Unclassified
OTU_22889	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Unclassified	Unclassified	Unclassified
OTU_22890	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Unclassified
OTU_22891	Bacteria	Acidobacteria	Acidobacteria Gp6	Unclassified	Unclassified	Gp6	Unclassified
OTU_22892	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22893	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22894	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Zavarzinella	Unclassified
OTU_22895	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22896	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Unclassified
OTU_22897	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Unclassified	Unclassified	Unclassified
OTU_22898	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Parviterribacteraceae	Parviterribacter	Unclassified
OTU_22899	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Unclassified
OTU_22900	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Unclassified	Unclassified
OTU_22901	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	Unclassified
OTU_22902	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Unclassified
OTU_22903	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Unclassified
OTU_22904	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Unclassified
OTU_22905	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22906	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22907	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Unclassified
OTU_22908	Bacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22909	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3 genera incertae sedis	Unclassified
OTU_22910	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22911	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea	Unclassified
OTU_22912	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
OTU_22913	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22914	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22915	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22916	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Gordoniaceae	Williamsia	Unclassified
OTU_22917	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22918	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Unclassified
OTU_22919	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22920	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Polyangium	Unclassified
OTU_22921	Archaea	Thaumarchaeota	Unclassified	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Unclassified
OTU_22922	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Lacipirellulaceae	Bythopirellula	Unclassified
OTU_22923	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	Kallotenuaceae	Kallotenue	Unclassified
OTU_22924	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22925	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Unclassified
OTU_22926	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Boseaceae	Bosea	Unclassified
OTU_22927	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Unclassified	Unclassified
OTU_22928	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Salinirubrum	Unclassified
OTU_22929	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22930	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Bacillus	Unclassified
OTU_22931	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified
OTU_22932	Bacteria	Rhodothermaeota	Rhodothermia	Rhodothermales	Salisaetaceae	Roseithermus	Unclassified
OTU_22934	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Fimbriiglobus	Unclassified
OTU_22935	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	Unclassified
OTU_22936	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Gemmata	Unclassified
OTU_22937	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Bacillus	Unclassified
OTU_22938	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_22939	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Yinghuangia	Unclassified
OTU_22940	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Kofleriaceae	Kofleria	Unclassified
OTU_22941	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobium	Unclassified
OTU_22942	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22943	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22944	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Unclassified	Unclassified	Unclassified
OTU_22945	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified
OTU_22946	Bacteria	candidate division WPS-1	Unclassified	Unclassified	Unclassified	WPS-1 genera incertae sedis	Unclassified
OTU_22947	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22948	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Unclassified	Unclassified	Unclassified
OTU_22950	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria genera incertae sedis	Unclassified
OTU_22951	Bacteria	Candidatus Saccharibacteria	Unclassified	Unclassified	Unclassified	Saccharibacteria genera incertae sedis	Unclassified
OTU_22952	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Belnapia	Unclassified
OTU_22953	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Isosphaeraceae	Tautonia	Unclassified
OTU_22954	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Fimbriiglobus	Unclassified
OTU_22955	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22956	Bacteria	Acidobacteria	Acidobacteria Gp6	Unclassified	Unclassified	Gp6	Unclassified
OTU_22957	Bacteria	Deinococcus-Thermus	Deinococci	Trueperales	Trueperaceae	Truepera	Unclassified
OTU_22958	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22959	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Unclassified	Unclassified	Unclassified
OTU_22960	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	Unclassified
OTU_22961	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Unclassified
OTU_22962	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Unclassified
OTU_22963	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Unclassified
OTU_22964	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_22965	Bacteria	Acidobacteria	Acidobacteria Gp10	Unclassified	Unclassified	Gp10	Unclassified
OTU_22966	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Algiphilaceae	Algiphilus	Unclassified
OTU_22967	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria incertae sedis	Unclassified	Acidibacter	Unclassified
